,dice_score_ig,iou_score_ig,dice_score_saliency,iou_score_saliency,dice_score_deep_lift,iou_score_deep_lift,dice_score_grad_cam,iou_score_grad_cam,label_ground_truth,label_predicted
ISIC_0014964,0.5804886501472881,0.408935546875,0.5804886501472881,0.408935546875,0.5804886501472881,0.408935546875,0.5804886501472881,0.408935546875,2,2
ISIC_0013459,0.3243774913288813,0.1935862580326248,0.32526993355481726,0.1942223048788048,0.3243774913288813,0.1935862580326248,0.3243774913288813,0.1935862580326248,0,1
ISIC_0016029,0.1940480141608585,0.10744915461896594,0.19375863021264844,0.10727172649990827,0.1940480141608585,0.10744915461896594,0.1940480141608585,0.10744915461896594,2,2
ISIC_0014470,0.6482486433152442,0.47956204379562045,0.1087866108786611,0.05752212389380531,0.6482486433152442,0.47956204379562045,0.6482486433152442,0.47956204379562045,2,2
ISIC_0015034,0.25980235894166404,0.14929474262685474,0.25970577300971903,0.14923095703125,0.25980235894166404,0.14929474262685474,0.25980235894166404,0.14929474262685474,2,2
ISIC_0013577,0.19189504697315027,0.10613048023119966,0.1919590724573208,0.1061696499969244,0.19189504697315027,0.10613048023119966,0.19189504697315027,0.10613048023119966,0,1
ISIC_0014103,0.3415823974795467,0.20596886873391346,0.34213874891840995,0.2063735723934668,0.3415823974795467,0.20596886873391346,0.3415823974795467,0.20596886873391346,0,1
ISIC_0015311,0.6338697573584591,0.4639892578125,0.6338697573584591,0.4639892578125,0.6338697573584591,0.4639892578125,0.6338697573584591,0.4639892578125,2,2
ISIC_0015353,0.20258064516129032,0.11270638908829864,0.2093523460527364,0.11691431622030429,0.20258064516129032,0.11270638908829864,0.20258064516129032,0.11270638908829864,2,2
ISIC_0012330,0.14198829079747627,0.07641948115516398,0.14168226419374966,0.07624221706751312,0.14198829079747627,0.07641948115516398,0.14198829079747627,0.07641948115516398,1,1
ISIC_0016027,0.01682503177389094,0.00848388671875,0.016901750972762645,0.008522901465448525,0.01682503177389094,0.00848388671875,0.01682503177389094,0.00848388671875,2,1
ISIC_0015139,0.6146619694682101,0.4436909663356745,0.2037189402665789,0.11341150604617076,0.6146619694682101,0.4436909663356745,0.6146619694682101,0.4436909663356745,2,2
ISIC_0012708,0.12410858063031976,0.06615978907351769,0.12411571864036348,0.06616384596517047,0.12410858063031976,0.06615978907351769,0.12410858063031976,0.06615978907351769,2,0
ISIC_0016063,0.028835133015624057,0.0146284734973681,0.028836872586872588,0.014629368917181857,0.028835133015624057,0.0146284734973681,0.028835133015624057,0.0146284734973681,2,2
ISIC_0015959,0.2914657160830363,0.17059401080019637,0.2915268456375839,0.17063589491775105,0.2914657160830363,0.17059401080019637,0.2914657160830363,0.17059401080019637,2,2
ISIC_0014288,0.2912784001675217,0.1704656862745098,0.291405269761606,0.170552597760235,0.2912784001675217,0.1704656862745098,0.2912784001675217,0.1704656862745098,0,2
ISIC_0016002,0.5317982456140351,0.36221060492905155,0.058469065091581646,0.03011492840022125,0.5317982456140351,0.36221060492905155,0.5317982456140351,0.36221060492905155,2,2
ISIC_0015019,0.6473477812177503,0.47857666015625,0.6473477812177503,0.47857666015625,0.6473477812177503,0.47857666015625,0.6473477812177503,0.47857666015625,2,0
ISIC_0014687,0.5295279124035183,0.360107421875,0.5295279124035183,0.360107421875,0.5295279124035183,0.360107421875,0.5295279124035183,0.360107421875,2,2
ISIC_0012548,0.41990548751084966,0.2657470703125,0.41990548751084966,0.2657470703125,0.41990548751084966,0.2657470703125,0.41990548751084966,0.2657470703125,1,2
ISIC_0016007,0.09559939301972686,0.050199203187251,0.09584552369806905,0.05033495175465552,0.09559939301972686,0.050199203187251,0.09559939301972686,0.050199203187251,2,2
ISIC_0016069,0.458005249343832,0.2970212765957447,0.043397470478930646,0.022180013479566205,0.458005249343832,0.2970212765957447,0.458005249343832,0.2970212765957447,2,2
ISIC_0015007,0.9380309149143573,0.8832939942302649,0.936229462545252,0.8801047120418848,0.9380309149143573,0.8832939942302649,0.9380309149143573,0.8832939942302649,2,2
ISIC_0015056,0.6867585764668163,0.52294921875,0.686760992424546,0.5229520205103162,0.6867585764668163,0.52294921875,0.6867585764668163,0.52294921875,2,1
ISIC_0015152,0.4617264226305155,0.3001588465298143,0.46163261463139066,0.3000795642328172,0.4617264226305155,0.3001588465298143,0.4617264226305155,0.3001588465298143,2,2
ISIC_0015023,0.3422608338045546,0.20646241627387746,0.3421753379762392,0.20640019768950393,0.3422608338045546,0.20646241627387746,0.3422608338045546,0.20646241627387746,2,2
ISIC_0015251,0.015387411401223723,0.007753357753357754,0.06639004149377593,0.034334763948497854,0.015387411401223723,0.007753357753357754,0.015387411401223723,0.007753357753357754,0,0
ISIC_0014956,0.7055577984120576,0.5450670547873999,0.6973205425074429,0.5352971051295073,0.7055577984120576,0.5450670547873999,0.7055577984120576,0.5450670547873999,2,0
ISIC_0015217,0.16281677506167302,0.088623046875,0.16281677506167302,0.088623046875,0.16281677506167302,0.088623046875,0.16281677506167302,0.088623046875,2,2
ISIC_0014369,0.34383401816060466,0.20760842930654252,0.34402598720942035,0.2077484215043217,0.34383401816060466,0.20760842930654252,0.34383401816060466,0.20760842930654252,0,2
ISIC_0015174,0.32816326530612244,0.1962890625,0.32816326530612244,0.1962890625,0.32816326530612244,0.1962890625,0.32816326530612244,0.1962890625,2,2
ISIC_0014454,0.6046214188267395,0.4333027803238619,0.605163217409857,0.4338595203132648,0.6046214188267395,0.4333027803238619,0.6046214188267395,0.4333027803238619,0,0
ISIC_0013226,0.05049121762429294,0.025899456355751024,0.05055744351040362,0.025934307908740597,0.05049121762429294,0.025899456355751024,0.05049121762429294,0.025899456355751024,2,2
ISIC_0014059,0.07505780518171577,0.03899223851176543,0.07510678690080684,0.039018677186710225,0.07505780518171577,0.03899223851176543,0.07505780518171577,0.03899223851176543,0,2
ISIC_0012974,0.36058679216942874,0.2199486928903005,0.35196374622356497,0.21356553620531624,0.36058679216942874,0.2199486928903005,0.36058679216942874,0.2199486928903005,1,1
ISIC_0012432,0.6999846224819314,0.5384433404305654,0.3001050420168067,0.1765432861644936,0.6999846224819314,0.5384433404305654,0.6999846224819314,0.5384433404305654,1,2
ISIC_0014588,0.0995850622406639,0.05240174672489083,0.017065052950075644,0.00860595703125,0.0995850622406639,0.05240174672489083,0.0995850622406639,0.05240174672489083,1,1
ISIC_0015985,0.04271867895177695,0.021825518126795868,0.04272123496679232,0.021826852531181218,0.04271867895177695,0.021825518126795868,0.04271867895177695,0.021825518126795868,2,2
ISIC_0016012,0.3145631067961165,0.18663594470046083,0.053804673457159974,0.027646080906348132,0.3145631067961165,0.18663594470046083,0.3145631067961165,0.18663594470046083,2,2
ISIC_0015254,0.4404228974188018,0.2823989251251985,0.55573681348559,0.38478915662650603,0.4404228974188018,0.2823989251251985,0.4404228974188018,0.2823989251251985,2,0
ISIC_0014727,0.5932357921243433,0.4217023640516018,0.5929478869587762,0.42141146121245626,0.5932357921243433,0.4217023640516018,0.5932357921243433,0.4217023640516018,0,2
ISIC_0016008,0.27397549640895646,0.15873210133398605,0.27398996567203593,0.1587418150663974,0.27397549640895646,0.15873210133398605,0.27397549640895646,0.15873210133398605,2,2
ISIC_0016004,0.1048050139275766,0.05530038581664523,0.10482326310290789,0.055310547592796765,0.1048050139275766,0.05530038581664523,0.1048050139275766,0.05530038581664523,2,0
ISIC_0015011,0.8568936645269327,0.7496185069889519,0.8788832626248803,0.783935546875,0.8568936645269327,0.7496185069889519,0.8568936645269327,0.7496185069889519,2,1
ISIC_0014968,0.6038300418910831,0.4324903557651093,0.603888058107242,0.43254988370669606,0.6038300418910831,0.4324903557651093,0.6038300418910831,0.4324903557651093,2,0
ISIC_0015481,0.3886935733370834,0.24122883574794904,0.1625,0.08843537414965986,0.3886935733370834,0.24122883574794904,0.3886935733370834,0.24122883574794904,2,2
ISIC_0014653,0.030501638517771615,0.015487008831434787,0.008186236889229983,0.004109940919599281,0.030501638517771615,0.015487008831434787,0.030501638517771615,0.015487008831434787,1,1
ISIC_0012903,0.07327018380277273,0.038028260728006774,0.06916563036655415,0.03582162792124149,0.07327018380277273,0.038028260728006774,0.07327018380277273,0.038028260728006774,2,2
ISIC_0013374,0.7226475279106858,0.565738544137845,0.7227097645236866,0.5658148355406329,0.7226475279106858,0.565738544137845,0.7226475279106858,0.565738544137845,0,2
ISIC_0014645,0.512100985333515,0.34417724609375,0.512100985333515,0.34417724609375,0.512100985333515,0.34417724609375,0.512100985333515,0.34417724609375,1,2
ISIC_0014255,0.4246568352298821,0.26956465405545477,0.38914223669924,0.241574548395794,0.4246568352298821,0.26956465405545477,0.4246568352298821,0.26956465405545477,0,2
ISIC_0015950,0.055913719346869915,0.028760924812496126,0.05574912891986063,0.02867383512544803,0.055913719346869915,0.028760924812496126,0.055913719346869915,0.028760924812496126,2,2
ISIC_0015631,0.37717908082408874,0.232421875,0.37717908082408874,0.232421875,0.37717908082408874,0.232421875,0.37717908082408874,0.232421875,2,0
ISIC_0015369,0.17787177203918075,0.09761759315821625,0.17810657470241406,0.09775905232948648,0.17787177203918075,0.09761759315821625,0.17787177203918075,0.09761759315821625,2,2
ISIC_0014693,0.7906702096250369,0.65380859375,0.7906702096250369,0.65380859375,0.7906702096250369,0.65380859375,0.7906702096250369,0.65380859375,2,2
ISIC_0013794,0.08091521182148603,0.042163437655240936,0.08085739803512951,0.04213204269049392,0.08091521182148603,0.042163437655240936,0.08091521182148603,0.042163437655240936,2,2
ISIC_0015184,0.9152204268900858,0.8436925340198602,0.2667019307061624,0.15386962890625,0.9152204268900858,0.8436925340198602,0.9152204268900858,0.8436925340198602,2,2
ISIC_0013085,0.32049913800180607,0.19082999315671131,0.34852645066813104,0.2110396807803148,0.32049913800180607,0.19082999315671131,0.32049913800180607,0.19082999315671131,1,1
ISIC_0013529,0.5939329430548164,0.42240726722180166,0.07783860985479647,0.0404953560371517,0.5939329430548164,0.42240726722180166,0.5939329430548164,0.42240726722180166,2,0
ISIC_0015994,0.03031400966183575,0.015390275308112085,0.03045007885478588,0.015460425007699416,0.03031400966183575,0.015390275308112085,0.03031400966183575,0.015390275308112085,2,2
ISIC_0014962,0.6394160583941606,0.4699570815450644,0.6327075475696063,0.4627448549466898,0.6394160583941606,0.4699570815450644,0.6394160583941606,0.4699570815450644,2,2
ISIC_0016054,0.1862045910407845,0.10266019536769674,0.18658924683155603,0.10289408866995074,0.1862045910407845,0.10266019536769674,0.1862045910407845,0.10266019536769674,2,0
ISIC_0015161,0.9122444108520964,0.8386483323581042,0.9057482337829159,0.8277329420396184,0.9122444108520964,0.8386483323581042,0.9122444108520964,0.8386483323581042,2,2
ISIC_0015264,0.12636514380467723,0.06744384765625,0.12636514380467723,0.06744384765625,0.12636514380467723,0.06744384765625,0.12636514380467723,0.06744384765625,2,2
ISIC_0012414,0.5591027509162362,0.3880240254964452,0.5582400141081033,0.3871934438260657,0.5591027509162362,0.3880240254964452,0.5591027509162362,0.3880240254964452,1,2
ISIC_0016026,0.4826325411334552,0.3180722891566265,0.040919789969219626,0.02088724584103512,0.4826325411334552,0.3180722891566265,0.4826325411334552,0.3180722891566265,2,2
ISIC_0013833,0.9515149567843717,0.9075140965923021,0.9516066838046272,0.9076809906209772,0.9515149567843717,0.9075140965923021,0.9515149567843717,0.9075140965923021,0,0
ISIC_0012136,0.6649425287356322,0.49806284976323717,0.6242710120068611,0.45377470232529143,0.6649425287356322,0.49806284976323717,0.6649425287356322,0.49806284976323717,1,2
ISIC_0015201,0.4083481000196889,0.2565561603166749,0.4108761329305136,0.2585551330798479,0.4083481000196889,0.2565561603166749,0.4083481000196889,0.2565561603166749,2,2
ISIC_0015942,0.02164396887159533,0.01094038106945298,0.021712612832398146,0.010975459366136392,0.02164396887159533,0.01094038106945298,0.02164396887159533,0.01094038106945298,2,2
ISIC_0014434,0.13127324749642347,0.07024742773150416,0.131506535198349,0.07038105172731178,0.13127324749642347,0.07024742773150416,0.13127324749642347,0.07024742773150416,0,2
ISIC_0015582,0.22875675675675675,0.129150390625,0.22875675675675675,0.129150390625,0.22875675675675675,0.129150390625,0.22875675675675675,0.129150390625,2,2
ISIC_0014907,0.2572645023948909,0.14762108349111341,0.25718237922962334,0.14756700653275537,0.2572645023948909,0.14762108349111341,0.2572645023948909,0.14762108349111341,2,0
ISIC_0012388,0.5842974389399782,0.41272612977579104,0.570397901180586,0.39899067135647653,0.5842974389399782,0.41272612977579104,0.5842974389399782,0.41272612977579104,1,1
ISIC_0015568,0.24485436893203882,0.1395065825865693,0.16948466133441328,0.09258849557522124,0.24485436893203882,0.1395065825865693,0.24485436893203882,0.1395065825865693,2,2
ISIC_0015625,0.5734436221158032,0.4019775390625,0.5734436221158032,0.4019775390625,0.5734436221158032,0.4019775390625,0.5734436221158032,0.4019775390625,2,2
ISIC_0016017,0.04361971321846005,0.022296132052229613,0.043556732041872215,0.022263222632226323,0.04361971321846005,0.022296132052229613,0.04361971321846005,0.022296132052229613,2,2
ISIC_0014634,0.46620483055607564,0.303955078125,0.4749139203148057,0.311401386873085,0.46620483055607564,0.303955078125,0.46620483055607564,0.303955078125,1,1
ISIC_0014868,0.6744872780227337,0.50885009765625,0.6744872780227337,0.50885009765625,0.6744872780227337,0.50885009765625,0.6744872780227337,0.50885009765625,2,2
ISIC_0014952,0.5163137976884525,0.3479939335447401,0.5076297049847406,0.3401499659168371,0.5163137976884525,0.3479939335447401,0.5163137976884525,0.3479939335447401,2,2
ISIC_0013073,0.7175275728001269,0.5594877188640722,0.7165326254902737,0.5582787998518336,0.7175275728001269,0.5594877188640722,0.7175275728001269,0.5594877188640722,0,2
ISIC_0013203,0.027402780576264357,0.013891726251276814,0.41664222157035297,0.26313839313283516,0.027402780576264357,0.013891726251276814,0.027402780576264357,0.013891726251276814,1,2
ISIC_0015276,0.09145453486340072,0.04791844707605909,0.09144388141417671,0.04791259765625,0.09145453486340072,0.04791844707605909,0.09145453486340072,0.04791844707605909,2,2
ISIC_0015963,0.06518658478979689,0.03369140625,0.06519813382153192,0.03369757646053354,0.06518658478979689,0.03369140625,0.06518658478979689,0.03369140625,2,2
ISIC_0015173,0.5756759106320091,0.4041748046875,0.5756759106320091,0.4041748046875,0.5756759106320091,0.4041748046875,0.5756759106320091,0.4041748046875,2,2
ISIC_0014822,0.48380529335554323,0.319091796875,0.48380529335554323,0.319091796875,0.48380529335554323,0.319091796875,0.48380529335554323,0.319091796875,2,0
ISIC_0014319,0.07549395458566795,0.03922770456634998,0.07551176921715533,0.03923732450493532,0.07549395458566795,0.03922770456634998,0.07549395458566795,0.03922770456634998,0,2
ISIC_0013170,0.39276315789473687,0.24437167417110112,0.29692132269099203,0.1743438671665774,0.39276315789473687,0.24437167417110112,0.39276315789473687,0.24437167417110112,1,2
ISIC_0013977,0.10073610386599433,0.05303955078125,0.10078283560452304,0.053065461651196875,0.10073610386599433,0.05303955078125,0.10073610386599433,0.05303955078125,1,2
ISIC_0013739,0.4611722701576912,0.2996906419180201,0.13324873096446702,0.07138001359619306,0.4611722701576912,0.2996906419180201,0.4611722701576912,0.2996906419180201,0,2
ISIC_0015404,0.7303161810291382,0.5751953125,0.7303161810291382,0.5751953125,0.7303161810291382,0.5751953125,0.7303161810291382,0.5751953125,2,0
ISIC_0013767,0.5766924480750847,0.4051776773720845,0.5760883747227417,0.4045815516188149,0.5766924480750847,0.4051776773720845,0.5766924480750847,0.4051776773720845,0,1
ISIC_0015013,0.6881255504844263,0.5245361328125,0.6881255504844263,0.5245361328125,0.6881255504844263,0.5245361328125,0.6881255504844263,0.5245361328125,2,2
ISIC_0015283,0.5566029424720289,0.3856201171875,0.5566029424720289,0.3856201171875,0.5566029424720289,0.3856201171875,0.5566029424720289,0.3856201171875,2,2
ISIC_0014807,0.7694156526964098,0.625244140625,0.7694156526964098,0.625244140625,0.7694156526964098,0.625244140625,0.7694156526964098,0.625244140625,2,2
ISIC_0014419,0.4607487638332941,0.2993330477880438,0.46144413526387773,0.29992029918459934,0.4607487638332941,0.2993330477880438,0.4607487638332941,0.2993330477880438,1,0
ISIC_0016045,0.03977409276616198,0.020290565806412066,0.039872312232729024,0.020341691248770895,0.03977409276616198,0.020290565806412066,0.03977409276616198,0.020290565806412066,2,2
ISIC_0012786,0.36095653481726575,0.22022389429253075,0.3614820765137062,0.22061527147934795,0.36095653481726575,0.22022389429253075,0.36095653481726575,0.22022389429253075,1,2
ISIC_0012758,0.12228525585926307,0.06512451171875,0.12228525585926307,0.06512451171875,0.12228525585926307,0.06512451171875,0.12228525585926307,0.06512451171875,0,2
ISIC_0014110,0.27056575735059973,0.15644755416436507,0.2704509283819629,0.1563707747990921,0.27056575735059973,0.15644755416436507,0.27056575735059973,0.15644755416436507,0,2
ISIC_0014755,0.765011119347665,0.6194477791116446,0.7495678893796812,0.5994470895407772,0.765011119347665,0.6194477791116446,0.765011119347665,0.6194477791116446,2,2
ISIC_0014548,0.32018992568125515,0.1906107902175249,0.32020645161290323,0.19062250353346033,0.32018992568125515,0.1906107902175249,0.32018992568125515,0.1906107902175249,0,0
ISIC_0013842,0.08231224717124934,0.04292265362274534,0.0828562997934494,0.043218617250507914,0.08231224717124934,0.04292265362274534,0.08231224717124934,0.04292265362274534,0,1
ISIC_0016037,0.23360190342291678,0.13224759688973245,0.23493582771372634,0.13310327828444662,0.23360190342291678,0.13224759688973245,0.23360190342291678,0.13224759688973245,2,2
ISIC_0015953,0.30181430096051226,0.17772750125691303,0.2919692882340735,0.17093913254768558,0.30181430096051226,0.17772750125691303,0.30181430096051226,0.17772750125691303,2,2
ISIC_0012941,0.17590737029614786,0.096435546875,0.2520833333333333,0.14421930870083433,0.17590737029614786,0.096435546875,0.17590737029614786,0.096435546875,2,1
ISIC_0015537,0.7389345594723886,0.5859605185621686,0.5624404194470924,0.3912466843501326,0.7389345594723886,0.5859605185621686,0.7389345594723886,0.5859605185621686,2,0
ISIC_0013281,0.4770916334661355,0.3132766514061478,0.4130417107081877,0.26027256891074907,0.4770916334661355,0.3132766514061478,0.4770916334661355,0.3132766514061478,1,1
ISIC_0015150,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,2,2
ISIC_0016050,0.032150439793751893,0.016337854500616523,0.03216604964495964,0.01634591660498396,0.032150439793751893,0.016337854500616523,0.032150439793751893,0.016337854500616523,2,2
ISIC_0015360,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,2,2
ISIC_0014666,0.6974191752495328,0.5354133593845403,0.6973359840954274,0.5353153043159758,0.6974191752495328,0.5354133593845403,0.6974191752495328,0.5354133593845403,0,0
ISIC_0012989,0.07796121593291405,0.0405617288158702,0.07938082952966859,0.041330853482124404,0.07796121593291405,0.0405617288158702,0.07796121593291405,0.0405617288158702,0,2
ISIC_0016014,0.34110592938041306,0.20562248995983937,0.4041150092323925,0.25322314049586775,0.34110592938041306,0.20562248995983937,0.34110592938041306,0.20562248995983937,2,2
ISIC_0013414,0.08198975128108986,0.04274729571223772,0.08222591362126246,0.04287570376786488,0.08198975128108986,0.04274729571223772,0.08198975128108986,0.04274729571223772,0,2
ISIC_0013325,0.07215704769203561,0.03742890343098281,0.07223369725582768,0.03747015245209086,0.07215704769203561,0.03742890343098281,0.07215704769203561,0.03742890343098281,2,2
ISIC_0015951,0.07286245353159851,0.03780864197530864,0.006532725255762357,0.0032770667161318248,0.07286245353159851,0.03780864197530864,0.07286245353159851,0.03780864197530864,2,2
ISIC_0013867,0.5859696195957935,0.41439676807247355,0.5860457063711911,0.41447287865801397,0.5859696195957935,0.41439676807247355,0.5859696195957935,0.41439676807247355,0,1
ISIC_0012369,0.41881264456437933,0.2648722449775697,0.26003649635036497,0.14944939695857368,0.41881264456437933,0.2648722449775697,0.41881264456437933,0.2648722449775697,0,2
ISIC_0013602,0.0825225647638026,0.04303704609365448,0.08252740167633785,0.04303967720242098,0.0825225647638026,0.04303704609365448,0.0825225647638026,0.04303704609365448,2,2
ISIC_0015563,0.09753831862517418,0.05126953125,0.09757797525701342,0.05129144531965561,0.09753831862517418,0.05126953125,0.09753831862517418,0.05126953125,2,2
ISIC_0016022,0.06853031375324369,0.035480916030534354,0.0686842416361272,0.03556344494093163,0.06853031375324369,0.035480916030534354,0.06853031375324369,0.035480916030534354,2,2
ISIC_0015037,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,2,2
ISIC_0012447,0.26946556709863984,0.15571234063621736,0.2695088640137111,0.15574125657691118,0.26946556709863984,0.15571234063621736,0.26946556709863984,0.15571234063621736,1,0
ISIC_0015041,0.26044486914052134,0.14971923828125,0.2612756022498143,0.1502685546875,0.26044486914052134,0.14971923828125,0.26044486914052134,0.14971923828125,0,2
